listno,email_num,sent_id,text
063-1009111,3,3.4,General background is at &amp;lt;http://www.access.digex.net/~asgilman/&amp;gt; .
063-1009111,3,3.5,I am wearing at least two hats in this particular context.
063-1009111,3,3.6,Under one hat I am chairing the WAI Protocols and Formats Working Group.
063-1009111,3,3.7,I think we need to have some empirical backup for protocol and format suggestions we make in the future.
063-1009111,3,3.8,"So I am looking to this group to brainstorm some things to try, and the ER-WG to prototype some of them, so that we can be more confident of our recommendations."
063-1009111,3,3.9,Under another hat I am on the Trace Center team that will be supporting NSF NPACI webmasters with a toolkit strongly related to the results of the ER teams in the WAI.
063-1009111,3,3.10,"This has led me to be talking with webmasters and web evaluators in the U.S. Federal Government, which is a business headquartered near where I live."
063-1009111,3,3.11,I have been talking up this group with those folks.
063-1009111,3,3.12,Al
063-1009111,4,4.1,Hi
063-1009111,4,4.2,"I'm Gregg Vanderheiden,"
063-1009111,4,4.3,I am part of a research group at the university of wisconsin working on accessibility and information technologies.
063-1009111,4,4.4,We will also be funding a number of activities (tools) in the wai - er -wg.
063-1009111,4,4.5,So we are looking forward with great anticipation to the discussions here.
063-1009111,4,4.6,Gregg
063-1009111,4,4.7,Co-Chair GL guidelines Working Group
063-1009111,4,4.8,-- ------------------------------
063-1009111,4,4.9,Gregg C Vanderheiden Ph.D.
063-1009111,4,4.10,Professor - Human Factors
063-1009111,4,4.11,Dept of Ind. Engr. - U of Wis.
063-1009111,4,4.12,Director - Trace R &amp;amp; D Center
063-1009111,4,4.13,"Gv@trace.wisc.edu, http:// trace.wisc.edu /"
063-1009111,4,4.14,FAX 608/262-8848
063-1009111,4,4.15,For a list of our listserves send &quot;lists&quot; to listproc@ trace.wisc.edu
063-1009111,5,5.1,"Chairman Kasday, Mr. Dardailler, and distinguished members of WAI Evaluation and Repair Interest Group list:"
063-1009111,5,5.2,"Allow me to introduce my self, Phill Jenkins, IBM Special Needs Systems, Austin, TX"
063-1009111,5,5.3,"I'm currently working on accessibility in general for IBM, including hardware, software, and especially Web and Java."
063-1009111,5,5.4,"I've been accused of and called things, including::"
063-1009111,5,5.5,2.Web site content owner - www.ibm.com/sns
063-1009111,5,5.6,"3.Web site author, administrator, [and Web slave] - www.ibm.com/sns and other IBM sites"
063-1009111,5,5.7,"4.Tool vendors - IBM has many tools and applications including Screen Reader, Home Page Reader, I-checker, VisualAge, Fusion, Notes, Domino, etc."
063-1009111,5,5.8,5.trying to become an Expert on disabilities
063-1009111,5,5.9,6.was once an Expert on usability
063-1009111,5,5.10,- I actually did some original usability test for the PC back in the early 80's.
063-1009111,5,5.11,I witnessed test subjects removing [tearing off] the &quot;protective cover&quot; off the 5.25 inch floppy disks because of poor documentation and directions.
063-1009111,5,5.12,"7.and I can reach out to obtain input from novice users, non-technical web site content owners, and any other people who might not normally participate directly."
063-1009111,5,5.13,"Besides committing to a &quot;minimum 3 hours per week&quot;, remaining &quot;current on w3c-wai-er-ig list and respond[ing] in timely manner to postings&quot; and &quot;participat[ing] in bi-weekly to monthly phone meetings or send[ing] regrets to chair&quot;, I will continue to work on evaluating BOBBY, for both accessibility with our Java Screen Reader technology and use in evaluating our own IBM web sites."
063-1009111,5,5.14,I am also just now beginning to understand and learn Lotus Notes Domino - the twistie concern - and how it might be used to repair and/or filter site content to improve accessibility.
063-1009111,5,5.15,"Yes, I read the charter...http://www.w3.org/WAI/ER/IG/"
063-1009111,5,5.16,"Regards,"
063-1009111,5,5.17,Phill Jenkins
063-1009111,6,6.1,"Hello everyone,"
063-1009111,6,6.2,My name is Kitch Barnicle and I work part time at the American Foundation for the Blind in the technology access program.
063-1009111,6,6.3,When I am not at AFB I live the life of a graduate student.
063-1009111,6,6.4,"At the moment I am in the process of collecting data for my doctoral dissertation, which is basically a usability study of how users of speech interact with GUI elements."
063-1009111,6,6.5,"In general, I am interested in adapting usability testing techniques so that individuals with disabilities can be included in assessments of mainstream technology, including the web."
063-1009111,6,6.6,"Prior to joining AFB in the fall of 1993, I was a manager of evaluations at the federally funded rehabilitation engineering center on the evaluation of assistive technology."
063-1009111,6,6.7,"Though our evaluations primarily focused on mobility related devices such as wheelchairs, scooters and bathroom equipment, I think the experience will prove useful to me in this endeavor."
063-1009111,6,6.8,I'm looking forward to working with the group.
063-1009111,6,6.9,Kitch
066-15270802,1,1.1,Just a reminder:
066-15270802,1,1.2,we are holding a conference call today in spite of the fact that it is a holiday (Thanksgiving) in the US.
066-15270802,1,1.3,"I don't know if any of our editors will be on the call, so I suggest we use the time to discuss Wendy's draft charter."
066-15270802,1,1.4,It can be found at: http://www.w3.org/WAI/GL/new-charter-2000.html
066-15270802,1,1.5,Attendance at today's meeting is optional for our American colleagues.
066-15270802,1,1.6,"If you have to choose between turkey and talking, I will understand if you opt for the food."
066-15270802,1,1.7,"Regards,"
066-15270802,1,1.8,Chuck Letourneau
066-15270802,1,1.9,"Co-chair, WAI WCAG WG"
066-15270802,2,2.1,at least i can type with my mouth full !!!
066-15270802,2,2.2,"by the way, does anyone have any comments or suggestions on the Case Study we submitted on how to make Macromedia accessible?"
066-15270802,2,2.3,Would like to modify the 50 State Quarter Interactive Map at www1.usmint.gov.
066-15270802,2,2.4,We are also making more of these for other products and one is in development now.
066-15270802,2,2.5,Comments?
066-15270802,2,2.6,> Just a reminder:
066-15270802,2,2.7,> we are holding a conference call today in spite of the fact that it is a holiday (Thanksgiving) in the US.
066-15270802,2,2.8,"> I don't know if any of our editors will be on the call, so I suggest we use the time to discuss Wendy's draft charter."
066-15270802,2,2.9,> It can be found at: http://www.w3.org/WAI/GL/new-charter-2000.html
066-15270802,2,2.10,> Attendance at today's meeting is optional for our American colleagues.
066-15270802,2,2.11,"> If you have to choose between turkey and talking, I will understand if you opt for the food."
066-15270802,2,2.12,"> Regards,"
066-15270802,2,2.13,> Chuck Letourneau
066-15270802,2,2.14,">Co-chair, WAI WCAG WG"
066-15270802,3,3.1,could you please be sure to always include the telephone number and times in these communications please.
066-15270802,3,3.2,I have great difficulty in being available due to teaching duties.
066-15270802,3,3.3,--
066-15270802,3,3.4,jay@peepo.com
066-15270802,4,4.1,aloha!
066-15270802,4,4.2,"in addition to including the phone number and time of the call in meeting announcements, could you please email the reminders the day _BEFORE_ the meeting, as it does me little good if i receive a reminder for a meeting shortly before the meeting begins, especially if that is a day where i could spare an hour or so for a telecon, but don't want to get sucked into answering all of my accumulated email!"
066-15270802,4,4.3,gregory
066-15270802,4,4.4,--------------------------------------------------------
066-15270802,4,4.5,"He that lives on Hope, dies farting"
066-15270802,4,4.6,"-- Benjamin Franklin, Poor Richard's Almanack, 1763"
066-15270802,4,4.7,--------------------------------------------------------
066-15270802,4,4.8,Gregory J. Rosmaita &lt;unagi69@concentric.net&gt;
066-15270802,4,4.9,"WebMaster and Minister of Propaganda, VICUG NYC"
066-15270802,4,4.10,&lt;http://www.hicom.net/~oedipus/vicug/index.html&gt;
066-15270802,4,4.11,--------------------------------------------------------
066-15270802,5,5.1,> aloha!
066-15270802,5,5.2,"> in addition to including the phone number and time of the call in meeting announcements, could you please email the reminders the day _BEFORE_ the meeting, as it does me little good if i receive a reminder for a meeting shortly before the meeting begins, especially if that is a day where i could spare an hour or so for a telecon, but don't want to get sucked into answering all of my accumulated email!"
066-15270802,5,5.3,> gregory
066-15270802,5,5.4,seconded
066-15270802,5,5.5,--
066-15270802,5,5.6,jay@peepo.com
066-15270802,6,6.1,"I beleive WAI and assume W3C policy is that meeting announcements, including an agenda should be posted to the list at least 24 hours prior to a telecon meeting."
066-15270802,6,6.2,I have tried to adhere to this policy in the UA working group and I think it has help keep people interested in the participating in the telecons.
066-15270802,6,6.3,Jon Gunderson
066-15270802,6,6.4,Chair
066-15270802,6,6.5,UAAG
066-15270802,6,6.6,>> aloha!
066-15270802,6,6.7,">> in addition to including the phone number and time of the call in meeting announcements, could you please email the reminders the day _BEFORE_ the meeting, as it does me little good if i receive a reminder for a meeting shortly before the meeting begins, especially if that is a day where i could spare an hour or so for a telecon, but don't want to get sucked into answering all of my accumulated email!"
066-15270802,6,6.8,>> gregory
066-15270802,6,6.9,> seconded
066-15270802,6,6.10,> --
066-15270802,6,6.11,>jay@peepo.com
066-15270802,7,7.1,tx
066-15270802,7,7.2,jay@peepo.com
067-1027069,1,1.1,"Question: Does a requirement to use graphics ""when appropriate"" -- something that may not be easily done by users with visual disabilities -- mean that blind people are not going to be ""good"" web designers?"
067-1027069,1,1.2,Especially if we are going to expect them to be skilled in graphical user interface design and understand how to use images to communicate with people with cognitive disabilities?
067-1027069,1,1.3,"If we adopted a ""use graphics"" requirement as a P1, would a blind designer be able to meet that requirement effectively?"
067-1027069,1,1.4,Just thinking out loud
067-1027069,1,1.5,-- don't mind me.
067-1027069,1,1.6,--
067-1027069,1,1.7,Kynn Bartlett &lt;kynn@idyllmtn.com&gt; http://www.kynn.com/
067-1027069,1,1.8,"Director of Accessibility, edapta http://www.edapta.com/"
067-1027069,1,1.9,"Chief Technologist, Idyll Mountain Internet http://www.idyllmtn.com/"
067-1027069,1,1.10,AWARE Center Director http://www.awarecenter.org/
067-1027069,2,2.1,"Some would, some wouldn't."
067-1027069,2,2.2,Same as sighted people.
067-1027069,2,2.3,"For example, some of my blind friends are much more visually capable than I am, and some aren't."
067-1027069,2,2.4,An analgous question might be to ask whether a blind person is going to be able to adequately describe an image - currently a P1 requirement in a number of situations.
067-1027069,2,2.5,cheers
067-1027069,2,2.6,Charles
067-1027069,2,2.7,"> Question: Does a requirement to use graphics ""when appropriate"" -- something that may not be easily done by users with visual disabilities -- mean that blind people are not going to be ""good"" web designers?"
067-1027069,2,2.8,> Especially if we are going to expect them to be skilled in graphical user interface design and understand how to use images to communicate with people with cognitive disabilities?
067-1027069,2,2.9,"> If we adopted a ""use graphics"" requirement as a P1, would a blind designer be able to meet that requirement effectively?"
067-1027069,2,2.10,> Just thinking out loud
067-1027069,2,2.11,> -- don't mind me.
067-1027069,2,2.12,--
067-1027069,2,2.13,Charles McCathieNevile mailto:charles@w3.org phone: +61 (0) 409 134 136
067-1027069,2,2.14,W3C Web Accessibility Initiative http://www.w3.org/WAI
067-1027069,2,2.15,"Location: I-cubed, 110 Victoria Street, Carlton VIC 3053"
067-1027069,2,2.16,"Postal: GPO Box 2476V, Melbourne 3001, Australia"
067-1027069,3,3.1,"> Some would, some wouldn't."
067-1027069,3,3.2,> Same as sighted people.
067-1027069,3,3.3,"> For example, some of my blind friends are much more visually capable than I am, and some aren't."
067-1027069,3,3.4,> An analgous question might be to ask whether a blind person is going to be able to adequately describe an image - currently a P1 requirement in a number of situations.
067-1027069,3,3.5,"It's not the same, because a blind person can simply choose to -not- use an image if they feel they can't reasonably describe it...under the current guidelines."
067-1027069,3,3.6,(This changes when images become a -requirement for accessibility-.)
067-1027069,3,3.7,"You do bring up a good point, however, that many people who can see are also not ""visually capable"" and may not be able to provide graphics easily."
067-1027069,3,3.8,I'm not sure if -I- can provide decent graphics for my sites
067-1027069,3,3.9,-- and I refuse to believe that I need to give up web design because people with CDs (supposedly) need graphics...
067-1027069,3,3.10,--
067-1027069,3,3.11,Kynn Bartlett &lt;kynn@idyllmtn.com&gt; http://www.kynn.com/
067-1027069,3,3.12,"Director of Accessibility, edapta http://www.edapta.com/"
067-1027069,3,3.13,"Chief Technologist, Idyll Mountain Internet http://www.idyllmtn.com/"
067-1027069,3,3.14,AWARE Center Director http://www.awarecenter.org/
067-1027069,3,3.15,Next of Kynn: a quasi-regular web log http://www.kynn.com/next/
067-1027069,4,4.1,> and I refuse to believe that I need to give up web design because people with CDs (supposedly) need graphics...
067-1027069,4,4.2,"If all web authors felt like this about groups they are not prepared to cater to, its no wonder we need WAI."
067-1027069,4,4.3,jay@peepo.com
067-1027069,4,4.4,special needs teacher
067-1027069,4,4.5,web accessibility consultant
067-1027069,5,5.1,"> If we adopted a ""use graphics"" requirement as a P1, would a blind designer be able to meet that requirement effectively?"
067-1027069,5,5.2,"There are lots of cases where a blind designer could use graphics as effectively, or actually more effectively, than a sighted person."
